transaction_id,customer_id,account_type,transaction_time,transaction_hour,amount,payment_method,merchant_name,location,home_city,device_type,transaction_status,is_fraud,risk_score
TXN0011087,CUST00308,Current,07-06-24 23:48,23,2871.55,Debit Card,Grocery Store,Mumbai,Mumbai,Desktop,Success,0,6
TXN0011088,CUST00103,Savings,15-01-24 23:54,23,2810.35,NEFT,Flipkart,Jaipur,Jaipur,Desktop,Success,0,3
TXN0011089,CUST01087,Current,24-03-24 22:36,22,4106.25,Credit Card,Flight Booking,Bhopal,Bhopal,Desktop,Success,0,3
TXN0011090,CUST01138,Savings,13-07-24 5:24,5,4567.31,IMPS,Fuel Station,Jaipur,Jaipur,Mobile,Success,0,4
TXN0011091,CUST00419,Current,26-03-24 19:52,19,7085.15,Net Banking,Google Pay Merchant,Bengaluru,Bengaluru,Tablet,Success,0,13
TXN0011092,CUST00153,Salary,14-12-24 16:04,16,3160.75,UPI,Pharmacy,Pune,Pune,POS Terminal,Success,0,9
TXN0011093,CUST00787,Savings,30-11-24 6:51,6,8677.99,Credit Card,Jewellery Store,Hyderabad,Hyderabad,POS Terminal,Failed,0,10
TXN0011094,CUST00978,Savings,14-10-24 7:43,7,1780.14,NEFT,Ola,Ahmedabad,Ahmedabad,Desktop,Success,0,7
TXN0011095,CUST00099,Current,26-04-24 1:48,1,1094.89,Debit Card,PayTM Mall,Pune,Pune,POS Terminal,Success,0,27
TXN0011096,CUST00844,Current,15-01-24 7:21,7,31739.87,IMPS,Amazon,Ahmedabad,Ahmedabad,Tablet,Failed,0,16
TXN0011097,CUST00919,Salary,21-10-24 5:32,5,30110.95,IMPS,Local ATM,Ahmedabad,Ahmedabad,Tablet,Success,0,5
TXN0011098,CUST00336,Current,03-06-24 19:55,19,9969.32,IMPS,Jewellery Store,Mumbai,Mumbai,Desktop,Success,0,2
TXN0011099,CUST00204,Current,18-12-24 12:33,12,8028.44,NEFT,BigBasket,Delhi,Delhi,POS Terminal,Success,0,7
TXN0011100,CUST00084,Salary,10-12-24 15:05,15,771.5,IMPS,Grocery Store,Hyderabad,Hyderabad,POS Terminal,Success,0,6
TXN0011101,CUST01167,Salary,08-09-24 10:13,10,6243.52,NEFT,Nykaa,Bengaluru,Bengaluru,POS Terminal,Success,0,7
TXN0011102,CUST00875,Savings,17-11-24 11:02,11,6164.62,Net Banking,Local ATM,Surat,Surat,POS Terminal,Success,0,6
TXN0011103,CUST00769,Salary,19-02-24 17:50,17,3535.14,NEFT,Uber,Pune,Pune,Desktop,Success,0,7
TXN0011104,CUST00826,Current,20-05-24 7:03,7,39356.82,UPI,Local ATM,Bhopal,Bhopal,Mobile,Success,0,6
TXN0011105,CUST00526,Savings,02-10-24 11:32,11,4145.18,UPI,Zomato,Kolkata,Kolkata,Tablet,Success,0,5
TXN0011106,CUST01046,Current,26-01-24 18:15,18,3179.2,Credit Card,Zomato,Ahmedabad,Ahmedabad,Mobile,Success,0,8
TXN0011107,CUST00306,Savings,10-11-24 18:52,18,39459.74,IMPS,Amazon,Surat,Surat,Desktop,Success,0,7
TXN0011108,CUST00961,Savings,06-07-24 17:18,17,729.52,IMPS,Fuel Station,Bhopal,Bhopal,Mobile,Success,0,4
TXN0011109,CUST01190,Salary,22-12-24 0:48,0,17446.88,Net Banking,Zomato,Ahmedabad,Ahmedabad,POS Terminal,Success,0,9
TXN0011110,CUST00766,Salary,14-06-24 14:15,14,2704.67,NEFT,Google Pay Merchant,Ahmedabad,Ahmedabad,Mobile,Success,0,8
TXN0011111,CUST00351,Savings,11-12-24 17:51,17,2939.23,IMPS,BigBasket,Jaipur,Jaipur,Mobile,Success,0,7
TXN0011112,CUST00054,Savings,20-09-24 20:45,20,12259.99,Credit Card,Myntra,Bhopal,Bhopal,Desktop,Success,0,3
TXN0011113,CUST00795,Salary,09-06-24 11:35,11,7063.98,NEFT,Flight Booking,Delhi,Delhi,Mobile,Success,0,8
TXN0011114,CUST00969,Current,17-06-24 2:54,2,3337.02,Net Banking,Pharmacy,Bhopal,Bhopal,Tablet,Success,0,30
TXN0011115,CUST00376,Savings,12-11-24 6:21,6,5741.31,NEFT,Fuel Station,Hyderabad,Surat,Tablet,Success,0,24
TXN0011116,CUST01116,Savings,19-10-24 21:05,21,917.59,IMPS,PayTM Mall,Pune,Pune,Desktop,Success,0,9
TXN0011117,CUST00405,Salary,29-08-24 19:19,19,624.38,Net Banking,Amazon,Bengaluru,Bengaluru,Tablet,Success,0,11
TXN0011118,CUST00243,Savings,31-01-24 4:04,4,9302.76,Credit Card,Electronics Store,Lucknow,Lucknow,POS Terminal,Success,0,28
TXN0011119,CUST00522,Salary,21-06-24 14:09,14,11042.45,IMPS,Local ATM,Jaipur,Jaipur,Tablet,Success,0,0
TXN0011120,CUST00608,Savings,21-11-24 12:08,12,5440.32,Credit Card,PayTM Mall,Ahmedabad,Ahmedabad,POS Terminal,Success,0,8
TXN0011121,CUST01133,Salary,21-09-24 21:47,21,7805.78,Debit Card,Hotel Booking,Kolkata,Kolkata,Mobile,Success,0,9
TXN0011122,CUST00936,Salary,30-06-24 22:28,22,5059.74,UPI,BookMyShow,Hyderabad,Hyderabad,Tablet,Success,0,4
TXN0011123,CUST00274,Salary,24-09-24 3:12,3,12477.59,NEFT,PhonePe Merchant,Pune,Pune,Tablet,Success,0,28
TXN0011124,CUST00291,Current,05-10-24 9:26,9,1663,IMPS,Local ATM,Hyderabad,Hyderabad,POS Terminal,Success,0,4
TXN0011125,CUST00515,Current,22-08-24 15:28,15,5852.97,NEFT,Hospital,Pune,Pune,Mobile,Success,0,6
TXN0011126,CUST00160,Current,28-07-24 22:58,22,7678.7,Net Banking,Google Pay Merchant,Hyderabad,Surat,POS Terminal,Success,0,31
TXN0011127,CUST00235,Salary,25-12-24 2:23,2,3377.81,Net Banking,Amazon,Jaipur,Hyderabad,Mobile,Success,0,53
TXN0011128,CUST01166,Current,28-05-24 18:44,18,3254.62,NEFT,PhonePe Merchant,Bhopal,Bhopal,POS Terminal,Success,0,4
TXN0011129,CUST00096,Savings,06-01-24 7:55,7,6318.72,UPI,Myntra,Chennai,Hyderabad,Desktop,Success,0,26
TXN0011130,CUST00881,Savings,17-07-24 16:41,16,1884.12,Debit Card,PayTM Mall,Bengaluru,Bengaluru,Desktop,Success,0,4
TXN0011131,CUST00509,Salary,24-02-24 18:18,18,12593.34,Debit Card,Myntra,Kolkata,Chennai,Tablet,Success,0,23
TXN0011132,CUST00208,Savings,11-09-24 5:31,5,8554.35,Credit Card,Ola,Delhi,Delhi,Tablet,Success,0,0
TXN0011133,CUST00381,Savings,14-10-24 16:50,16,2484.73,Net Banking,BigBasket,Pune,Pune,Mobile,Success,0,9
TXN0011134,CUST00048,Current,11-11-24 18:06,18,10675.57,Credit Card,IRCTC,Delhi,Delhi,Tablet,Success,0,3
TXN0011135,CUST00054,Savings,31-01-24 23:03,23,90290.68,IMPS,Zomato,Bhopal,Bhopal,Tablet,Failed,0,10
TXN0011136,CUST01166,Current,15-05-24 4:56,4,18893.14,NEFT,IRCTC,Bhopal,Bhopal,Tablet,Success,0,29
TXN0011137,CUST00642,Salary,04-05-24 1:56,1,13322.08,UPI,PhonePe Merchant,Hyderabad,Hyderabad,POS Terminal,Failed,0,30
TXN0011138,CUST01148,Current,25-11-24 8:48,8,4526.8,Credit Card,BookMyShow,Lucknow,Lucknow,POS Terminal,Reversed,0,4
TXN0011139,CUST00663,Savings,27-02-24 6:56,6,1993.87,UPI,Google Pay Merchant,Jaipur,Jaipur,Desktop,Success,0,8
TXN0011140,CUST00988,Current,24-01-24 1:30,1,7567.15,Debit Card,BigBasket,Ahmedabad,Ahmedabad,POS Terminal,Failed,0,30
TXN0011141,CUST00393,Salary,25-09-24 22:04,22,1709.96,Net Banking,BookMyShow,Delhi,Delhi,Mobile,Failed,0,22
TXN0011142,CUST00021,Current,01-04-24 18:46,18,3963.55,NEFT,BookMyShow,Hyderabad,Hyderabad,Mobile,Success,0,8
TXN0011143,CUST01045,Salary,12-08-24 6:43,6,46331.84,IMPS,Hospital,Bhopal,Bhopal,Tablet,Success,0,9
TXN0011144,CUST00928,Current,20-08-24 2:52,2,15489.1,UPI,Google Pay Merchant,Bhopal,Bhopal,Mobile,Success,0,23
TXN0011145,CUST01121,Current,02-11-24 2:14,2,32305.75,UPI,Nykaa,Bengaluru,Bengaluru,Desktop,Success,0,27
TXN0011146,CUST00147,Current,12-08-24 15:57,15,2118.28,UPI,BookMyShow,Delhi,Bengaluru,Tablet,Success,0,20
TXN0011147,CUST00215,Current,13-06-24 15:03,15,9778.62,Credit Card,IRCTC,Bengaluru,Bengaluru,POS Terminal,Success,0,3
TXN0011148,CUST00111,Savings,01-05-24 23:45,23,2146.74,NEFT,Hospital,Pune,Pune,POS Terminal,Success,0,9
TXN0011149,CUST00053,Salary,07-09-24 6:44,6,13751.98,Credit Card,BigBasket,Mumbai,Mumbai,Mobile,Success,0,1
TXN0011150,CUST00992,Salary,15-03-24 5:10,5,2736.03,IMPS,Ola,Surat,Surat,Mobile,Success,0,9
TXN0011151,CUST01109,Salary,30-01-24 11:00,11,18908.91,Net Banking,Ola,Lucknow,Lucknow,POS Terminal,Success,0,8
TXN0011152,CUST01039,Savings,10-10-24 13:50,13,1621.17,Net Banking,PayTM Mall,Chennai,Chennai,Tablet,Success,0,6
TXN0011153,CUST00370,Salary,21-01-24 21:44,21,3334.38,IMPS,Jewellery Store,Lucknow,Lucknow,POS Terminal,Success,0,2
TXN0011154,CUST00948,Salary,31-03-24 2:35,2,29749.5,Net Banking,PayTM Mall,Bhopal,Bhopal,POS Terminal,Success,0,25
TXN0011155,CUST00007,Salary,09-04-24 11:51,11,1628.46,UPI,Swiggy,Hyderabad,Hyderabad,Tablet,Success,0,9
TXN0011156,CUST00397,Salary,23-09-24 8:07,8,18156.38,Credit Card,Unknown Merchant,Jaipur,Jaipur,POS Terminal,Success,0,17
TXN0011157,CUST00640,Savings,31-10-24 22:03,22,4595.37,Net Banking,Zomato,Chennai,Ahmedabad,Tablet,Success,0,31
TXN0011158,CUST00274,Salary,14-01-24 0:46,0,37593.11,Credit Card,Amazon,Pune,Pune,Desktop,Success,0,7
TXN0011159,CUST01130,Savings,25-05-24 16:37,16,308.12,NEFT,Pharmacy,Mumbai,Mumbai,Tablet,Success,0,5
TXN0011160,CUST00390,Savings,07-07-24 16:23,16,14694.03,Credit Card,Pharmacy,Ahmedabad,Ahmedabad,Tablet,Success,0,0
TXN0011161,CUST00470,Savings,25-01-24 16:49,16,68705.97,Debit Card,Swiggy,Mumbai,Mumbai,Desktop,Success,0,6
TXN0011162,CUST00897,Salary,01-07-24 0:42,0,3751.01,Net Banking,PhonePe Merchant,Bhopal,Bhopal,Tablet,Success,0,7
TXN0011163,CUST00997,Savings,02-05-24 23:52,23,81473.58,Credit Card,Flight Booking,Bhopal,Chennai,Desktop,Success,0,28
TXN0011164,CUST00513,Current,28-01-24 4:16,4,14035.33,UPI,Google Pay Merchant,Surat,Surat,Tablet,Success,0,21
TXN0011165,CUST00389,Savings,28-03-24 19:40,19,3056.01,UPI,IRCTC,Surat,Mumbai,Desktop,Success,0,28
TXN0011166,CUST00939,Salary,02-07-24 23:13,23,2268.6,IMPS,IRCTC,Bhopal,Bhopal,Desktop,Success,0,9
TXN0011167,CUST00817,Current,19-01-24 20:08,20,5307.33,UPI,IRCTC,Pune,Pune,POS Terminal,Success,0,1
TXN0011168,CUST00419,Current,25-10-24 15:12,15,7403.93,Net Banking,Flipkart,Bengaluru,Bengaluru,Mobile,Success,0,6
TXN0011169,CUST00786,Savings,28-11-24 9:01,9,35266.66,IMPS,Zomato,Hyderabad,Hyderabad,Tablet,Success,0,3
TXN0011170,CUST01003,Current,31-05-24 20:27,20,14819.19,Credit Card,Flipkart,Lucknow,Lucknow,Tablet,Reversed,0,1
TXN0011171,CUST01005,Current,29-03-24 5:26,5,8175.66,Debit Card,Zomato,Lucknow,Lucknow,Tablet,Success,0,6
TXN0011172,CUST00373,Current,02-10-24 16:45,16,2931.16,NEFT,Flight Booking,Bhopal,Kolkata,Desktop,Success,0,22
TXN0011173,CUST00211,Current,05-09-24 20:47,20,3759.57,Debit Card,Pharmacy,Bengaluru,Bengaluru,Mobile,Success,0,3
TXN0011174,CUST00270,Current,17-08-24 7:30,7,2128.09,Credit Card,Flipkart,Hyderabad,Hyderabad,Desktop,Success,0,0
TXN0011175,CUST00155,Salary,12-01-24 20:34,20,37805.18,Credit Card,Local ATM,Ahmedabad,Ahmedabad,Desktop,Success,0,9
TXN0011176,CUST00660,Current,08-09-24 18:37,18,2149.62,Net Banking,PayTM Mall,Ahmedabad,Ahmedabad,Mobile,Success,0,8
TXN0011177,CUST00839,Savings,28-08-24 13:23,13,9263.34,UPI,Myntra,Jaipur,Jaipur,POS Terminal,Success,0,3
TXN0011178,CUST00072,Salary,26-06-24 15:55,15,3425.78,NEFT,Hospital,Chennai,Chennai,Desktop,Success,0,3
TXN0011179,CUST00562,Savings,10-08-24 17:12,17,3333.29,Debit Card,BigBasket,Delhi,Delhi,Mobile,Success,0,8
TXN0011180,CUST00240,Current,22-09-24 16:31,16,1738.29,IMPS,Hotel Booking,Lucknow,Lucknow,POS Terminal,Success,0,2
TXN0011181,CUST01100,Salary,29-07-24 18:59,18,9903.14,Net Banking,Ola,Lucknow,Lucknow,Tablet,Failed,0,21
TXN0011182,CUST00496,Current,07-09-24 15:16,15,10294.49,UPI,Flipkart,Bhopal,Bhopal,POS Terminal,Success,0,3
TXN0011183,CUST00969,Current,10-10-24 10:18,10,466.39,IMPS,PayTM Mall,Bhopal,Bhopal,POS Terminal,Failed,0,10
TXN0011184,CUST01096,Savings,06-10-24 4:21,4,5784.55,NEFT,Uber,Lucknow,Lucknow,POS Terminal,Success,0,29
TXN0011185,CUST00196,Current,23-08-24 9:44,9,4410.03,Credit Card,Google Pay Merchant,Mumbai,Mumbai,Mobile,Success,0,2
TXN0011186,CUST00714,Current,10-02-24 22:29,22,5600.52,Debit Card,Zomato,Surat,Pune,Desktop,Success,0,28
TXN0011187,CUST00679,Current,28-11-24 16:23,16,21401,Credit Card,PhonePe Merchant,Pune,Surat,Mobile,Success,0,29
TXN0011188,CUST00801,Savings,21-06-24 6:57,6,32529.69,NEFT,Electronics Store,Kolkata,Kolkata,Tablet,Success,0,5
TXN0011189,CUST00433,Current,18-11-24 1:37,1,3842.31,Debit Card,Zomato,Bengaluru,Surat,Mobile,Success,0,47
TXN0011190,CUST01099,Current,14-04-24 20:50,20,3511.38,Net Banking,Amazon,Chennai,Chennai,Mobile,Success,0,13
TXN0011191,CUST00436,Savings,11-03-24 6:19,6,29721.89,IMPS,Jewellery Store,Jaipur,Jaipur,Tablet,Success,0,7
TXN0011192,CUST00820,Savings,18-05-24 1:06,1,4281.99,Debit Card,BookMyShow,Lucknow,Delhi,Tablet,Success,0,44
TXN0011193,CUST00663,Savings,20-07-24 0:57,0,23079.7,Debit Card,Pharmacy,Jaipur,Jaipur,Tablet,Success,0,5
TXN0011194,CUST01054,Salary,10-08-24 19:36,19,10075.06,Net Banking,PhonePe Merchant,Chennai,Hyderabad,Mobile,Failed,0,44
TXN0011195,CUST01187,Savings,24-07-24 2:11,2,5476.02,IMPS,Hospital,Ahmedabad,Ahmedabad,POS Terminal,Reversed,0,21
TXN0011196,CUST01185,Savings,05-09-24 17:48,17,3825.05,IMPS,Electronics Store,Chennai,Chennai,Tablet,Success,0,8
TXN0011197,CUST00624,Savings,16-01-24 1:25,1,4080.51,Debit Card,PhonePe Merchant,Ahmedabad,Hyderabad,Mobile,Success,0,45
TXN0011198,CUST01188,Savings,29-04-24 9:51,9,3230.24,UPI,Electronics Store,Bhopal,Ahmedabad,Tablet,Success,0,27
TXN0011199,CUST00272,Current,21-12-24 6:13,6,5714.42,UPI,Myntra,Jaipur,Delhi,Mobile,Success,0,26
TXN0011200,CUST00953,Savings,26-07-24 1:15,1,2937.54,NEFT,Flipkart,Delhi,Delhi,Desktop,Success,0,29
TXN0011201,CUST01031,Current,08-01-24 18:18,18,1438.36,UPI,Nykaa,Delhi,Delhi,Tablet,Success,0,1
TXN0011202,CUST01188,Savings,30-05-24 10:39,10,3611.18,Credit Card,PayTM Mall,Ahmedabad,Ahmedabad,Desktop,Success,0,1
TXN0011203,CUST00953,Savings,24-02-24 19:03,19,1834.48,NEFT,Uber,Delhi,Delhi,Mobile,Success,0,4
TXN0011204,CUST01185,Savings,29-07-24 0:07,0,2237.35,Credit Card,Nykaa,Chennai,Chennai,Tablet,Success,0,2
TXN0011205,CUST00296,Current,02-09-24 11:34,11,581.13,Net Banking,Grocery Store,Hyderabad,Pune,POS Terminal,Failed,0,35
TXN0011206,CUST00294,Current,24-02-24 7:58,7,4021.52,Debit Card,Nykaa,Ahmedabad,Ahmedabad,Desktop,Success,0,9
TXN0011207,CUST01066,Savings,30-10-24 1:58,1,9479.85,IMPS,Jewellery Store,Chennai,Chennai,Tablet,Failed,0,32
TXN0011208,CUST00036,Current,08-03-24 2:37,2,17777.47,Debit Card,Google Pay Merchant,Mumbai,Mumbai,Mobile,Success,0,26
TXN0011209,CUST00364,Current,17-09-24 20:58,20,2109.62,Credit Card,BigBasket,Lucknow,Lucknow,Mobile,Success,0,9
TXN0011210,CUST00181,Salary,09-09-24 23:14,23,6156.33,Net Banking,BookMyShow,Surat,Surat,Tablet,Success,0,13
TXN0011211,CUST01054,Salary,20-09-24 0:36,0,74701.48,Debit Card,BigBasket,Hyderabad,Hyderabad,Mobile,Success,0,28
TXN0011212,CUST00835,Current,20-09-24 13:53,13,12963.62,Net Banking,Amazon,Pune,Pune,Mobile,Success,1,12
TXN0011213,CUST00797,Salary,11-07-24 3:28,3,21732.48,IMPS,Amazon,Jaipur,Hyderabad,Mobile,Success,0,45
TXN0011214,CUST00993,Current,06-01-24 17:48,17,2138.68,Net Banking,Nykaa,Mumbai,Mumbai,POS Terminal,Success,0,8
TXN0011215,CUST00686,Salary,02-11-24 6:31,6,3416.3,UPI,Jewellery Store,Ahmedabad,Ahmedabad,Tablet,Success,0,2
TXN0011216,CUST00916,Salary,23-01-24 3:26,3,7842.88,Credit Card,Myntra,Surat,Surat,POS Terminal,Success,0,24
TXN0011217,CUST00499,Savings,02-11-24 6:57,6,17780.1,Net Banking,Hotel Booking,Bengaluru,Bengaluru,Desktop,Success,0,7
TXN0011218,CUST00582,Savings,02-03-24 10:34,10,35914.55,Debit Card,Zomato,Lucknow,Pune,Mobile,Success,0,27
TXN0011219,CUST00702,Savings,20-10-24 18:31,18,1094.79,NEFT,Jewellery Store,Bhopal,Bhopal,Desktop,Success,0,5
TXN0011220,CUST00820,Savings,21-05-24 14:47,14,3514.17,UPI,Ola,Delhi,Delhi,Tablet,Success,0,5
TXN0011221,CUST00174,Salary,02-04-24 17:59,17,2362.95,Credit Card,IRCTC,Bengaluru,Bhopal,Mobile,Success,0,26
TXN0011222,CUST01084,Salary,26-06-24 13:37,13,4176.86,NEFT,Google Pay Merchant,Lucknow,Lucknow,POS Terminal,Success,0,6
TXN0011223,CUST00786,Savings,10-11-24 5:20,5,19468.98,Debit Card,Electronics Store,Hyderabad,Hyderabad,POS Terminal,Success,0,7
TXN0011224,CUST00413,Salary,23-10-24 13:35,13,32921.8,NEFT,PayTM Mall,Mumbai,Mumbai,Desktop,Success,0,4
TXN0011225,CUST00072,Salary,15-10-24 23:08,23,4278.7,IMPS,Hospital,Lucknow,Chennai,Tablet,Success,0,24
TXN0011226,CUST00727,Salary,14-12-24 23:43,23,953.42,Credit Card,Grocery Store,Bhopal,Bhopal,Mobile,Success,0,5
TXN0011227,CUST00004,Current,27-01-24 2:44,2,5984.13,Net Banking,Flipkart,Bhopal,Bhopal,POS Terminal,Success,0,28
TXN0011228,CUST00780,Savings,31-10-24 11:36,11,4355.41,UPI,Flipkart,Hyderabad,Hyderabad,POS Terminal,Success,0,1
TXN0011229,CUST00336,Current,20-02-24 6:05,6,4562.92,NEFT,Electronics Store,Mumbai,Mumbai,Desktop,Failed,0,11
TXN0011230,CUST00799,Salary,28-04-24 9:11,9,20130.89,NEFT,Swiggy,Bhopal,Bhopal,Desktop,Success,0,1
TXN0011231,CUST00795,Salary,26-10-24 16:12,16,7617.7,Debit Card,Ola,Lucknow,Delhi,Desktop,Success,0,21
TXN0011232,CUST00360,Current,02-09-24 14:16,14,11776.94,Credit Card,IRCTC,Delhi,Delhi,Desktop,Success,0,4
TXN0011233,CUST00842,Salary,07-10-24 14:17,14,12679.71,IMPS,Jewellery Store,Mumbai,Mumbai,POS Terminal,Success,0,1
TXN0011234,CUST00918,Salary,27-02-24 16:14,16,47357.74,Net Banking,PayTM Mall,Kolkata,Kolkata,POS Terminal,Success,0,11
TXN0011235,CUST00322,Savings,05-03-24 8:22,8,8098.07,Debit Card,Electronics Store,Chennai,Chennai,Desktop,Success,0,3
TXN0011236,CUST00506,Salary,03-01-24 1:32,1,2174.02,Credit Card,BookMyShow,Hyderabad,Hyderabad,Desktop,Success,0,29
TXN0011237,CUST00148,Savings,26-08-24 14:05,14,5628.33,IMPS,Hotel Booking,Surat,Surat,POS Terminal,Success,0,4
TXN0011238,CUST00828,Salary,16-08-24 13:07,13,2474.96,UPI,PhonePe Merchant,Surat,Surat,Tablet,Success,0,1
TXN0011239,CUST00307,Savings,11-01-24 11:33,11,13971.69,NEFT,Uber,Jaipur,Jaipur,Tablet,Reversed,0,0
TXN0011240,CUST00833,Salary,22-07-24 10:34,10,4419.36,IMPS,Hotel Booking,Kolkata,Kolkata,Tablet,Success,0,8
TXN0011241,CUST00171,Salary,17-04-24 9:23,9,30398.87,NEFT,PayTM Mall,Bengaluru,Bengaluru,Mobile,Success,0,5
TXN0011242,CUST01070,Salary,24-10-24 0:57,0,1762.18,Net Banking,BigBasket,Chennai,Chennai,Mobile,Success,0,9
TXN0011243,CUST00097,Current,06-03-24 17:18,17,4673.41,Credit Card,PhonePe Merchant,Jaipur,Bengaluru,Tablet,Success,0,24
TXN0011244,CUST00554,Savings,26-04-24 9:40,9,2966.1,NEFT,Flipkart,Surat,Surat,POS Terminal,Success,0,1
TXN0011245,CUST00120,Savings,12-02-24 3:48,3,1960.96,Debit Card,IRCTC,Ahmedabad,Ahmedabad,Desktop,Success,0,27
TXN0011246,CUST00853,Current,13-06-24 1:04,1,3440.16,Debit Card,BigBasket,Ahmedabad,Bengaluru,POS Terminal,Success,0,43
TXN0011247,CUST00113,Salary,05-04-24 15:27,15,10284.03,Debit Card,BookMyShow,Mumbai,Delhi,POS Terminal,Success,0,23
TXN0011248,CUST00899,Salary,15-12-24 10:29,10,790.45,Credit Card,Local ATM,Ahmedabad,Ahmedabad,Tablet,Success,0,7
TXN0011249,CUST00793,Salary,28-10-24 3:04,3,8148.72,Net Banking,Uber,Ahmedabad,Ahmedabad,Mobile,Success,0,28
TXN0011250,CUST00147,Current,22-03-24 11:12,11,5694.75,Credit Card,Hospital,Bengaluru,Bengaluru,POS Terminal,Success,0,0
TXN0011251,CUST00979,Savings,22-08-24 6:50,6,8642.61,NEFT,Unknown Merchant,Ahmedabad,Ahmedabad,POS Terminal,Success,0,18
TXN0011252,CUST01010,Current,28-04-24 12:00,12,2705.54,NEFT,Myntra,Ahmedabad,Ahmedabad,POS Terminal,Success,0,9
TXN0011253,CUST00361,Salary,17-07-24 1:06,1,21550.83,Debit Card,Fuel Station,Lucknow,Lucknow,Desktop,Failed,0,30
TXN0011254,CUST00148,Savings,09-06-24 2:11,2,2418.9,Credit Card,Jewellery Store,Surat,Surat,POS Terminal,Failed,0,35
TXN0011255,CUST00218,Savings,11-02-24 0:21,0,6580.55,Credit Card,Google Pay Merchant,Lucknow,Lucknow,Desktop,Success,0,1
TXN0011256,CUST01195,Savings,24-08-24 14:45,14,1115.72,IMPS,Local ATM,Lucknow,Lucknow,POS Terminal,Success,0,8
TXN0011257,CUST00587,Savings,01-05-24 0:36,0,8369.94,Net Banking,Grocery Store,Bengaluru,Bengaluru,Mobile,Success,0,14
TXN0011258,CUST00077,Salary,24-11-24 21:34,21,7267.32,NEFT,Myntra,Chennai,Chennai,Mobile,Reversed,0,3
TXN0011259,CUST00823,Current,20-12-24 13:20,13,2279.94,UPI,BookMyShow,Pune,Surat,Mobile,Success,0,27
TXN0011260,CUST00968,Salary,03-11-24 6:19,6,13890.31,Credit Card,Ola,Chennai,Chennai,Desktop,Success,0,26
TXN0011261,CUST00805,Salary,28-01-24 20:30,20,17724.34,IMPS,Hospital,Bengaluru,Bhopal,Tablet,Reversed,0,24
TXN0011262,CUST00566,Current,14-05-24 22:08,22,13185.57,NEFT,PhonePe Merchant,Kolkata,Kolkata,Mobile,Success,1,7
TXN0011263,CUST00398,Current,28-01-24 0:22,0,16762.41,Net Banking,Ola,Chennai,Chennai,POS Terminal,Success,0,5
TXN0011264,CUST00053,Salary,17-05-24 19:15,19,11727.69,Debit Card,Zomato,Mumbai,Mumbai,Tablet,Success,0,5
TXN0011265,CUST01029,Savings,12-06-24 12:47,12,19075.23,UPI,Hospital,Bengaluru,Bengaluru,POS Terminal,Success,0,1
TXN0011266,CUST00614,Current,14-02-24 2:41,2,1670.39,NEFT,Amazon,Jaipur,Jaipur,POS Terminal,Success,0,24
TXN0011267,CUST01191,Savings,09-12-24 16:15,16,2620.15,NEFT,Amazon,Jaipur,Jaipur,Desktop,Success,0,0
TXN0011268,CUST00491,Savings,09-07-24 21:50,21,4864.63,Credit Card,BigBasket,Bengaluru,Bengaluru,POS Terminal,Success,0,3
TXN0011269,CUST00820,Savings,05-08-24 9:46,9,15070.32,Debit Card,Hotel Booking,Jaipur,Delhi,Desktop,Success,0,22
TXN0011270,CUST01107,Salary,24-09-24 19:05,19,785.14,IMPS,PhonePe Merchant,Hyderabad,Chennai,Tablet,Success,0,29
TXN0011271,CUST00672,Salary,09-09-24 8:17,8,10550.78,Debit Card,Uber,Ahmedabad,Ahmedabad,Desktop,Success,0,4
TXN0011272,CUST00334,Savings,19-05-24 13:46,13,6693.46,IMPS,BookMyShow,Chennai,Chennai,Mobile,Success,0,7
TXN0011273,CUST01159,Current,02-08-24 2:39,2,15008.74,NEFT,Flight Booking,Bhopal,Bhopal,Desktop,Success,0,28
TXN0011274,CUST00746,Salary,11-05-24 20:45,20,72741.88,Credit Card,Flipkart,Bengaluru,Bengaluru,Tablet,Success,0,4
TXN0011275,CUST00118,Current,16-10-24 23:00,23,1156.55,Debit Card,Swiggy,Hyderabad,Hyderabad,Tablet,Success,0,8
TXN0011276,CUST00045,Salary,28-05-24 1:26,1,1621.77,Net Banking,Jewellery Store,Delhi,Delhi,POS Terminal,Success,0,34
TXN0011277,CUST00026,Savings,02-05-24 14:42,14,46650.12,Debit Card,Grocery Store,Hyderabad,Hyderabad,Mobile,Success,0,3
TXN0011278,CUST00535,Current,23-07-24 11:39,11,18797.07,Credit Card,Ola,Lucknow,Lucknow,Mobile,Success,0,4
TXN0011279,CUST00505,Salary,16-11-24 23:53,23,11557.51,Credit Card,Uber,Hyderabad,Hyderabad,Desktop,Success,0,8
TXN0011280,CUST00346,Current,29-07-24 20:09,20,7585.67,UPI,Google Pay Merchant,Ahmedabad,Ahmedabad,Mobile,Success,0,8
TXN0011281,CUST00825,Savings,13-11-24 16:35,16,11820.53,Net Banking,Myntra,Delhi,Delhi,Mobile,Success,0,6
TXN0011282,CUST00373,Current,26-08-24 16:04,16,2204.25,IMPS,IRCTC,Kolkata,Kolkata,Mobile,Success,0,4
TXN0011283,CUST00807,Salary,16-08-24 22:19,22,40617.91,Debit Card,Hotel Booking,Delhi,Delhi,POS Terminal,Success,0,7
TXN0011284,CUST00194,Savings,12-02-24 20:54,20,35509.58,Net Banking,Pharmacy,Kolkata,Kolkata,POS Terminal,Success,0,30
